Row	ID	AllWeights	AllProperties
742	U05012	0.5 עוף=258g|1 השד=162g|1 עוף=98g|1 כנף=34g|1 גוש=20g|1 כוס (קצוצים או חתוכה לקוביות)=140g	03219|0430.57|059.12|061.69|070.1|080|092.46|103.35|112.15|1217|131.35|14257|1591|1694|170|180.1
743	U05013	0.5 עוף=258g|1 השד=162g|1 עוף=98g|1 כנף=34g|1 גוש=20g|1 כוס (קצוצים או חתוכה לקוביות)=140g	03190|0428.93|057.41|060|070|080|092.04|102.66|111.69|1215|131.21|14243|1586|1689|170|180.1
744	U05014	0.5 עוף=258g|1 השד=162g|1 עוף=98g|1 כנף=34g|1 גוש=20g|1 כוס (קצוצים או חתוכה לקוביות)=140g	03177|0427.29|056.71|060|070|080|091.84|102.39|111.54|1214|131.17|14180|1570|1683|170|180.1
745	U06116	1 כף=14.9g|1 כפית=5g|1 גביע=239g	0353|043.75|052.36|064.81|070.4|080.21|091.153|100.962|110.08|126|130.7|1481|15560|163|170|180
746	U06150	1 כף=17g|0.5 גביע=143g|1 גביע=279g	03172|040.82|050.63|0640.77|070.9|0833.24|090.045|100.082|110.101|1233|130.64|14232|151027|160|170.6|180
747	U06164	2 כפות=36g|0.5 גביע=130g|1 גביע=259g	0329|041.54|050.17|066.72|071.8|083.94|090.03|100.025|110.115|1230|130.4|14285|15705|160|171.9|180
748	U06172	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0336|042.52|051.2|063.53|070|081.58|090.321|100.582|110.213|123|130.21|14105|15143|163|170.2|180
749	U06230	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0361|043.24|052.02|067.46|070.3|082.81|091.094|100.268|110.513|1270|131.21|14179|15273|167|172.1|180.6
750	U06008	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	037|041.14|050.22|060.04|070|080|090.11|100.09|110.01|126|130.17|1454|15372|160|170|180
751	U06019	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0352|042.59|051.94|066.03|070.3|080.54|090.542|100.855|110.54|129|131.35|1444|15706|1611|170|180
752	U01182	1 פרוסה=28g|1 גביע (קצוץ)=132g|1 כוס (מגורר)=113g|1 גביע (נמס)=244g|1 אינץ ' מעוקב=17g|1 חבילה (נמס)=170g	03282|0427.2|0518.3|062|070|080.58|0911.58|105.02|110.75|12905|130.13|1493|15725|1656|170|180.3
753	U01085	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0334|043.37|050.08|064.96|070|085.09|090.056|100.022|110.003|12122|130.03|14156|1542|162|170|181.2
754	U03189	1 כף=3.2g|0.25 כוס=12.2g|0.5 עוז=15g|1 קופסה=223g	03399|0413.07|058|0669.65|079|083.84|091.37|102.57|112.47|12707|1351.25|14420|154|160|170|180
755	U01205	1 כף=15g|1 חבילה=3g|1 כפית=2g|1 גביע=94g	03251|040.69|0513.5|0635.07|071.1|0833.04|092.635|104.002|116.269|126|130.59|1496|1580|160|170|180
756	U04114	1 כף=14.9g|1 כפית=5g|1 גביע=239g	03240|040.41|0521.12|0612.12|070|0810.77|092.948|105.638|1110.748|1213|130.26|1484|15993|160|170.4|180
757	U04120	1 כף=14.9g|1 כפית=5g|1 גביע=239g	03457|040.77|0544.81|0615.58|070|0815.95|095.648|108.433|1121.029|1224|130.8|1467|15836|160|173.6|180
758	U04128	1 כף=14g|1 כפית=4g|1 גביע=227g|1 מקל (2 ס מ ר, 1 ס מ)=113g	03339|040.51|0537.77|060.66|070|080|098.637|1013.958|1112.407|126|130.02|1434|15589|160|170.1|180
759	U04518	1 כף=13.6g|1 כפית=4.5g|1 גביע=218g	03900|040|05100|060|070|080|0912.948|1027.576|1154.677|120|130|140|150|160|170|180
760	U04539	1 כף=14.9g|1 כפית=5g|1 גביע=239g	03476|041.37|0551.1|064.62|070.4|083.48|098.275|1013.279|1127.545|1237|130.09|1488|151041|1631|170.7|180.1
761	U04610	1 כף=14g|1 כפית=4g|1 גביע=227g|1 מקל (2 ס מ ר, 1 ס מ)=113g	03717|040.16|0580.71|060.7|070|080|0915.189|1038.877|1124.302|123|130.06|1418|15751|160|170.2|180
762	U04611	1 כף=14g|1 כפית=4g|1 גביע=227g|1 מקל (2 ס מ ר, 1 ס מ)=113g	03713|040.22|0580.17|060.75|070|080|0914.224|1036.435|1126.741|123|130|1417|15657|160|170.1|180
763	U04613	1 כף=13.6g|1 כפית=4.5g|1 גביע=218g	03533|040.17|0559.81|060.86|070|080|0912.086|1019.348|1126.477|1221|130|1430|15615|161|170.1|180
764	U04615	1 כף=13.6g|1 כפית=4.5g|1 גביע=218g	03884|040|0599.97|060|070|080|0924.98|1041.186|1128.097|121|130.07|140|154|160|170|180
765	U04651	1 כף=13.6g|1 כפית=4.5g|1 גביע=218g	03884|040|05100|060|070|080|0918.101|1040.262|1136.847|120|130|140|150|160|170|180
766	U04654	1 כף=13.6g|1 כפית=4.5g|1 גביע=218g	03884|040|05100|060|070|080|0925.883|1059.133|1110.305|120|130|140|150|160|170|180
767	U01069	1 כף=15g|1 חבילה=3g|1 כפית=2g|1 גביע=94g	03545|044.79|0535.48|0654.88|070|0854.88|0932.525|100.968|110.014|1222|131.15|14812|15181|160|170|180
768	U01053	0 1/4 כוס=30g|1 כוס (קצפת)=120g|1 כף=15g	03345|042.05|0537|062.79|070|080.11|0923.032|1010.686|111.374|1265|130.03|1475|1538|16137|170.6|180.7
769	U01035	1 פרוסה=28g|1 גביע (קצוץ)=132g|1 כוס (מגורר)=113g|1 גביע (נמס)=244g|1 אינץ ' מעוקב=17g|1 חבילה (נמס)=170g	03351|0425.58|0526.62|062.14|070|080.56|0917.078|107.393|110.769|12756|130.52|14138|15876|1669|170|180.5
770	U01042	1 פרוסה=28g|1 גביע (קצוץ)=132g|1 כוס (מגורר)=113g|1 גביע (נמס)=244g|1 אינץ ' מעוקב=17g|1 חבילה (נמס)=170g	03366|0418.13|0530.71|064.78|070|082.26|0918.057|108.236|111.286|121045|130.63|14132|151671|16100|170|187.5
771	U01025	1 פרוסה=28g|1 גביע (קצוץ)=132g|1 כוס (מגורר)=113g|1 גביע (נמס)=244g|1 אינץ ' מעוקב=17g|1 חבילה (נמס)=170g	03373|0424.48|0530.28|060.68|070|080.5|0919.066|108.751|110.899|12746|130.72|1481|15536|1689|170|180.6
772	U01029	1 פרוסה=28g|1 גביע (קצוץ)=132g|1 כוס (מגורר)=113g|1 גביע (נמס)=244g|1 אינץ ' מעוקב=17g|1 חבילה (נמס)=170g	03302|0425.96|0520.03|063.83|070|080.6|0910.877|104.85|110.508|12731|130.25|1495|15652|1654|170|180.4
773	U01002	1 כף=14g|1 כפית=4g|1 גביע=227g|1 מקל (2 ס מ ר, 1 ס מ)=113g	03717|040.85|0581.11|060.06|070|080.06|0950.489|1023.426|113.012|1224|130.16|1426|15827|16219|170|181.5
774	U01011	1 פרוסה=28g|1 גביע (קצוץ)=132g|1 כוס (מגורר)=113g|1 גביע (נמס)=244g|1 אינץ ' מעוקב=17g|1 חבילה (נמס)=170g	03394|0423.76|0532.11|062.57|070|080.52|0920.218|109.28|110.953|12685|130.76|14127|15604|1695|170|180.6
775	U11172	0 1/4 יכול=73g|1 קופסא=289g|1 גביע=164g	0379|042.46|051.11|0617.77|071.9|083.04|090.161|100.223|110.415|124|130.55|14138|15186|160|171.6|180
776	U11179	1 תירס בינוני (17 ס מ 19 ס מ)=103g|1 גביע (קאט)=149g|1 תירס קטן (14 ס מ 16 ס"מ)=89g|1 אוזן גדולה (19 ס מ 22 ס"מ)=118g|1 התירס הגמדי (19 ס מ 22 ס"מ)=8g|1 תירס (19 ס מ 22 ס"מ)=77g	0381|042.55|050.67|0619.3|072.4|083.07|090.103|100.197|110.318|123|130.47|14233|151|160|173.5|180
777	U11251	1 גביע (חלקים 1 ס מ, קצוצים, באופן רופף ארוזות)=57g|1 עלה בינוני (כ 14 ס מ)=8g|1 חסה בינונית (15 ס מ)=539g|1 חסה גדולה (15 ס מ)=755g|1 עלה גדול (בערך 18 ס מ)=15g|1 כוס (מגורר)=72g|1 עלה קטן (מגורר)=5g|1 ראש קטן (מגורר)=324g	0317|041.23|050.3|063.29|072.1|081.19|090.039|100.012|110.16|1233|130.97|14247|158|160|174|180
778	U11252	1 גביע (חלקים 1 ס מ, קצוצים, באופן רופף ארוזות)=57g|1 עלה בינוני (כ 14 ס מ)=8g|1 חסה בינונית (15 ס מ)=539g|1 חסה גדולה (15 ס מ)=755g|1 עלה גדול (בערך 18 ס מ)=15g|1 כוס (מגורר)=72g|1 עלה קטן (מגורר)=5g|1 ראש קטן (מגורר)=324g	0314|040.9|050.14|062.97|071.2|081.97|090.018|100.006|110.074|1218|130.41|14141|1510|160|172.8|180
779	U11457	1 גביע=30g|1 קבוצה=340g|1 עלה (מגורר)=10g|1 חבילה (נמס)=283g	0323|042.86|050.39|063.63|072.2|080.42|090.063|100.01|110.165|1299|132.71|14558|1579|160|1728.1|180
780	U11365	1 בינוני (6 ס"מ 8 ס"מ)=213g|1 גדול (8 ס"מ 11 ס"מ)=369g|1 קטן (4 ס מ 6 ס מ)=170g|0.5 כוס (קצוץ)=75g	0387|041.87|050.1|0620.13|071.8|080.87|090.026|100.002|110.043|125|130.31|14379|154|160|1713|180
781	U11530	1 בינוני (6 ס מ)=123g|1 גביע=240g|1 פרוסה (1 ס מ)=20g|1 גדול (8 ס"מ)=182g|1 וודג (1/4 של עגבנייה בינונית)=31g|1 פרוסה גדולה/עבה (1 ס מ)=27g|1 עגבנייה קטנה (6 ס מ)=91g	0318|040.95|050.11|064.01|070.7|082.49|090.015|100.016|110.044|1211|130.68|14218|1511|160|1722.8|180
782	U11531	1 קופסא=190g|1 גביע=240g|1 כף=15g|1 גדול=164g|1 בינוני=111g|1 קטן=82g	0317|040.78|050.13|064|071|082.38|090.018|100.021|110.052|1231|130.97|14188|15143|160|179.3|180
783	U11533	1 בינוני (6 ס מ)=123g|1 גביע=240g|1 פרוסה (1 ס מ)=20g|1 גדול (8 ס"מ)=182g|1 וודג (1/4 של עגבנייה בינונית)=31g|1 פרוסה גדולה/עבה (1 ס מ)=27g|1 עגבנייה קטנה (6 ס מ)=91g	0326|040.91|050.19|066.19|071|083.52|090.026|100.029|110.077|1234|131.33|14207|15221|160|177.9|180
784	U11540	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0317|040.76|050.05|064.24|070.4|083.56|090.008|100.009|110.024|1210|130.43|14229|15269|160|1718.3|180
785	U11131	1 בינוני=61g|1 גדול (7 עד 21 ס מ)=72g|1 קטן (14 ס מ)=50g|1 פרוסה=3g|1 כוס (מגוררת)=110g|1 כוס (רצועות או פרוסות)=122g|1 רצועת בינונית (רצועות או פרוסות)=4g|1 כוס (קצוצים)=128g	0337|040.58|050.68|067.73|073.3|084.08|090.12|100.031|110.334|1235|130.53|14192|1559|160|172.3|180
786	U11143	1 גבעול בינונית (19 ס מ- 20 ס מ)=40g|1 גבעול גדול (12 ס מ- 15 ס מ)=64g|1 כוס (קצוצים)=101g|1 כף=7.5g|1 גבעול קטן (12 ס מ)=17g	0316|040.69|050.17|062.97|071.6|081.83|090.042|100.032|110.079|1240|130.2|14260|1580|160|173.1|180
787	U09320	1 בינוני (3 ס"מ)=12g|1 כוס (פרוסות)=166g|1 גביע (חצאים)=152g|1 כוס (מחית)=232g|1 גביע=144g|1 גדול מאוד (4 ס מ)=27g|1 גדול (3 ס"מ)=18g|1 ליטר (3 ס"מ)=357g|1 קטן (2 ס מ)=7g	0396|040.53|050.13|0625.92|071.9|0824.01|090.007|100.018|110.064|1211|130.59|1498|153|160|1741.4|180
788	U11091	1 גבעול בינונית (19 ס מ- 20 ס מ)=180g|0.5 כוס (קצוצים)=92g|1 גבעול גדול (12 ס מ- 15 ס מ)=280g|1 גבעול קטן (12 ס מ)=140g	0335|042.38|050.41|067.18|073.3|081.39|090.079|100.04|110.17|1240|130.67|14293|1541|160|1764.9|180
789	U11093	0.5 כוס (קצוצים)=92g|1 גבעול בינונית (19 ס מ- 20 ס מ)=180g|1 גבעול גדול (12 ס מ- 15 ס מ)=280g|1 גבעול קטן (12 ס מ)=140g	0328|043.1|050.12|065.35|073|081.47|090.018|100.008|110.055|1233|130.61|14142|1511|160|1740.1|180
790	U10900	1 פרוסה=27g|1 פרוסה דק=15g|1 גביע=140g	03112|0419.38|053.43|060.95|070|081.02|091.005|101.372|110.428|126|130.87|14346|151096|1653|170|180.6
791	U10905	1 פרוסה=27g|1 פרוסה דק=15g|1 גביע=140g	03117|0414.05|054.99|064|070|084.21|091.489|102.098|110.66|128|130.78|14267|151308|1643|170|180.6
792	U10909	1 פרוסה=27g|1 פרוסה דק=15g|1 גביע=140g	03121|0417.06|055.38|061.2|070|081.42|091.889|102.571|110.759|128|130.85|14312|151126|1650|170|180.6
793	U10136	1 פרוסה=27g|1 פרוסה דק=15g|1 גביע=140g	03178|0422.62|059.02|060|070|080|093.12|104.44|111.41|128|131.34|14409|151500|1659|170|180.8
794	U10182	1 פרוסה=27g|1 פרוסה דק=15g|1 גביע=140g	03162|0418.26|058.39|062.28|070|080|092.7|103.94|110.93|127|130.9|14297|151278|1653|170|180.6
795	U10183	1 פרוסה=27g|1 פרוסה דק=15g|1 גביע=140g	03165|0421.97|057.66|060.5|070|080|092.61|103.74|111.07|128|131.4|14362|151385|1657|170|180.8
796	U09266	1 גביע (גושים)=165g|1 פרוסה דק (9 ס"מ על 1 ס"מ)=56g|1 אננס (9 ס"מ על 1 ס"מ)=905g	0350|040.54|050.12|0613.12|071.4|089.85|090.009|100.013|110.04|1213|130.29|14109|151|160|1747.8|180
797	U09298	1 קופסה קטנה=43g|1 כוס ארוזים=165g|1 גביע (לא ארוזות)=145g|1 תיבת מיניאטורי (לא ארוזות)=14g|50 צימוקים (לא ארוזות)=26g|1 עוז (60 צימוקים)=28.35g	03299|043.07|050.46|0679.18|073.7|0859.19|090.058|100.051|110.037|1250|131.88|14749|1511|160|172.3|180
798	U09444	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0352|040.17|050.12|0612.96|070.2|089.95|090.021|100.005|110.04|1272|130.14|1489|155|160|1750.7|180
799	U06583	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	03436|0410.48|0515.63|0663.42|072.3|081.57|097.553|106.53|111.457|1229|134.01|14179|152036|160|170.3|180
800	U07008	1 פרוסה=27g|1 פרוסה דק=15g|1 גביע=140g	03308|0415.2|0524.59|065.49|070|084.42|099.301|1010.526|111.12|1285|131.21|14315|15960|1660|170.8|180.8
801	U07017	1 פרוסה=27g|1 פרוסה דק=15g|1 גביע=140g	03110|0416.64|052.73|064.66|070|080.57|090.621|100.89|110.374|1216|130.41|14439|151059|1645|170|180
802	U07082	1 פרוסה=27g|1 פרוסה דק=15g|1 גביע=140g	03149|0418.14|056.99|062.12|070|080|092.04|102.3|111.78|1232|131.35|14270|15477|1655|170|180.2
803	U09016	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0346|040.1|050.13|0611.3|070.2|089.62|090.022|100.006|110.039|128|130.12|14101|154|160|170.9|180
804	U09209	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0349|040.68|050.12|0611.54|070.3|088.31|090.014|100.022|110.03|1211|130.13|14178|152|160|1733.6|180
805	U09214	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	03159|042.39|050.21|0638.17|070.8|0837.37|090.024|100.038|110.041|1232|130.35|14674|153|160|17137.9|180
806	U09130	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0360|040.37|050.13|0614.77|070.2|0814.2|090.025|100.003|110.022|1211|130.25|14104|155|160|1725|180
807	U42283	10 אסימונים=12g|1 גביע=34g|1 שקית=168g	03469|045|0518.2|0671.4|074.8|085.01|092.631|109.91|114.234|12125|130.8|14721|15634|160|170|180
808	U25028	10 אסימונים=25g|1 גביע=34g|1 שקית=213g	03499|046.72|0522.74|0666.89|074.7|081.21|092.818|108.92|119.159|12102|131.34|14208|15305|160|170|180
809	U19334	1 כפית אריזתם=3g|1 חבילה=2.8g|1 כפית ארוזים=4.6g|1 כוס ארוזים=220g|1 כוס אריזתם=145g	03380|040.12|050|0698.09|070|0897.02|090|100|110|1283|130.71|14133|1528|160|170|180
810	U19106	10 סוכריות הגומי=36g|1 סוכריית גומי גדול (2 ס מ)=11.6g|1 כוס הגומי (2 ס מ)=182g|10 גומי דינוזאורים (2 ס מ)=63g|10 דגים גומי (2 ס מ)=50g|10 תולעי גומי (2 ס מ)=74g|1 סוכריית גומי קטן (1 ס מ)=3.2g|1 סוכריית גומי בינוני (2 ס מ)=4.2g	03396|040|050|0698.9|070.1|0858.97|090|100|110|123|130.4|145|1544|160|170|180
811	U19116	1 רגיל=7.2g|10 מיניאטורי=7g|1 גביע (מיניאטורי)=50g	03318|041.8|050.2|0681.3|070.1|0857.56|090.056|100.08|110.047|123|130.23|145|1580|160|170|180
812	U18375	1 חבילה=7.2g|1 כפית=4g|1 כף=12g	03325|0440.44|057.61|0641.22|0726.9|080|091.001|104.309|110.017|1230|132.17|14955|1551|160|170.3|180
813	U19422	10 אסימונים=12g|1 גביע=34g|1 שקית=168g	03471|047.1|0520.8|0666.9|075.9|080.22|094.16|104.8|1110.94|1221|131.35|141744|15492|160|1725.7|180
814	U43382	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0346|040.39|050.13|0612.2|070.1|0812.1|090.01|100.023|110.07|128|130.25|1477|152|160|179.3|180
815	U43109	1 בינוני=115g|1 גדול=143g|1 קטן=62g	03338|048.2|053.1|0669.39|071.7|080.25|090.695|101.071|110.948|1223|133.92|1488|15805|163|170|180
816	U43015	1 כף=14.9g|1 כפית=5g|1 גביע=239g	03542|042.17|0557.85|063.3|070.5|082.81|098.789|1013.504|1132.857|1248|131.08|1429|151209|1639|170.3|180.1
817	U43589	1 פרוסה=28g|1 גביע (קצוץ)=132g|1 כוס (מגורר)=113g|1 גביע (נמס)=244g|1 אינץ ' מעוקב=17g|1 חבילה (נמס)=170g	03173|0428.4|055.1|063.4|070|081.33|093.304|101.351|110.18|12961|130.17|14111|15260|1635|170|180.1
818	U11945	1 כף=15g|1 חבילה=2/3 tbsp|1 גביע=245g	03130|040.37|050.47|0635.06|071.1|0829.13|090.054|100.209|110.122|123|130.87|1425|15811|160|171|180
819	U11578	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0319|040.63|050.09|064.55|070.8|083.3|090.013|100.014|110.038|1211|130.42|14193|15198|160|1727.7|180
820	U11642	1 בינוני=196g|1 פרוסה=9.9g|1 קטן=118g|1 גדול=323g|1 כוס (קצוצים)=124g|1 כוס (פרוסות)=113g	0320|040.91|050.31|064.31|071.4|082.59|090.064|100.023|110.131|1227|130.36|14192|151|160|175.5|180
821	U11644	1 בינוני=196g|1 פרוסה=9.9g|1 קטן=118g|1 גדול=323g|1 כוס (קצוצים)=124g|1 כוס (פרוסות)=113g	0337|040.89|050.35|068.85|072.8|083.3|090.072|100.026|110.147|1222|130.44|14241|151|160|179.6|180
822	U11645	1 גדול=180g|1 גביע=200g|1 כוס (פירה)=328g|1 קטן=60g	0389|040.98|050.2|0620.93|072.5|0815.4|090.041|100.008|110.084|1215|130.8|14185|1544|160|1710.5|180
823	U11655	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0340|040.95|050.15|069.28|070.8|083.91|090.027|100.007|110.071|1224|130.46|14292|1566|160|178.5|180
824	U11674	1 בינוני (6 ס"מ 8 ס"מ)=213g|1 גדול (8 ס"מ 11 ס"מ)=369g|1 קטן (4 ס מ 6 ס מ)=170g|0.5 כוס (קצוץ)=75g	0393|042.5|050.13|0621.15|072.2|081.18|090.035|100.003|110.058|1215|131.08|14535|1510|160|179.6|180
825	U12063	0 1/4 כוס=37g|23 אגוזים=28.35g|1 גביע (הקרקע)=95g|1 כוס (פרוסות)=92g	03595|0421.06|0552.05|0621.2|0710.9|084.93|094.03|1032.383|1112.995|12267|133.83|14712|153|160|170|180
826	U12563	0 1/4 כוס=37g|23 אגוזים=28.35g|1 גביע (הקרקע)=95g|1 כוס (פרוסות)=92g	03595|0421.06|0552.05|0621.2|0710.9|084.93|094.03|1032.383|1112.995|12267|133.83|14712|15656|160|170|180
827	U12586	18 גרעינים=28.35g|1 גביע=129g|1 גביע (חצאים, חתיכות)=129g	03581|0416.84|0547.77|0630.16|073.3|085.01|098.478|1025.923|118.546|1243|136.05|14632|15308|160|170.3|180
828	U14347	1 מילקשייק=208g|1 גביע=167g|1 טלטול של מקדונלד קטן=250g	03148|043.37|056.52|0619.59|070.9|0813.63|093.962|101.785|110.316|12115|130.46|14166|1581|1623|170|180
829	U14264	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0348|040|050|0611.97|070|0811.29|090|100|110|128|130.09|1425|1510|160|170.4|180
830	U14267	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0347|040|050|0611.97|070.2|0811.29|090|100.002|110.003|128|130.09|1431|1538|160|1729.6|180
831	U14119	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0329|040.04|050.01|067.47|070|082.1|090|100|110|123|130.04|1419|1521|160|1732.5|180
832	U14136	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0334|040|050|068.77|070|088.7|090|100|110|123|130.18|141|157|160|170|180
833	U14144	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0341|040.09|050|0610.42|070|0810.19|090|100|110|122|130.02|141|1510|160|170|180
834	U14145	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0340|040.05|050.02|0610.14|070|088.98|090|100|110|122|130.11|141|159|160|170|180
835	U14147	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0341|040|050|0610.58|070|0810.58|090|100|110|122|130.02|143|154|160|170|180
836	U14154	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0345|040.25|050.08|0610.94|070|0810.06|090|100|110|1213|130.02|143|1538|160|170|180
837	U14157	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0341|040|050|0610.6|070|0810.6|090|100|110|125|130.05|141|1513|160|170|180
838	U15140	0 1/4 כוס=27g|1 גביע (לספיישל ואת חתיכות)=118g|1 גביע (לא ארוזות)=135g|3 עוז (לא ארוזות)=85g	0383|0417.88|050.74|060|070|080|090.201|100.129|110.258|1291|130.5|14259|15395|1697|173.3|180
839	U15149	4 גדול=28g|1 בינוני=6g|1 קטן=5g	0371|0413.61|051.01|060.91|070|080|090.115|100.08|110.13|1254|130.21|14113|15566|16126|170|180.1
840	U15152	4 גדול=28g|1 בינוני=6g|1 קטן=5g	03100|0420.42|051.36|060|070|080|090.188|100.108|110.684|12145|132.13|1480|15777|16252|174.1|180
841	U15157	1 בינוני=14.5g|1 גדול=20g|1 קטן=9g|1 כוס (עם צדפות של נוזלים)=227g	0386|0414.67|050.96|063.57|070|080|090.187|100.12|110.192|1239|131.62|1446|15601|1630|170|180
842	U15160	1 בינוני=14.5g|1 גדול=20g|1 קטן=9g|1 כוס (עם צדפות של נוזלים)=227g	03142|0424.25|051.59|065.9|070|080|090.309|100.198|110.318|1265|132.68|14628|15112|1650|170|180.1
843	U14201	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	030|040.1|050|060|070|080|090.002|100|110.002|122|130.05|1454|152|160|170|180
844	U14411	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	030|040|050|060|070|080|090|100|110|123|130|140|154|160|170|180
845	U14416	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	032|040.11|050.03|060.29|070|080|090|100|110|123|130.11|148|158|160|170|180
846	U14460	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0326|040|050|066.43|070|085.24|090|100|110|121|130.05|1415|1539|160|170.4|180
847	U14462	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	035|040|050|061.22|070|081.22|090|100|110|121|130.03|1416|1513|160|178.8|180
848	U18005	1 בינוני (9 ס מ 10 ס מ)=105g|1 גדול (11 ס מ)=131g|1 בייגל מיני (6 ס מ)=26g|1 קטן (8 ס"מ)=69g|1 עוז=28.35g	03274|049.8|051.7|0655.2|072.3|085.98|090.274|100.175|110.671|1219|133.8|14148|15344|160|170.7|180
849	U18076	1 פרוסה=25g|1 פרוסה בלי קרום=12g|1 גביע (פירורים)=45g|1 כוס (קוביות)=35g|1 פרוסה גדולה (קוביות)=30g|1 פרוסה דק=20g|1 פרוסה דק ללא קרום (קוביות)=9g|1 פרוסה דק מאוד (קוביות)=15g	03306|0416.27|054.07|0651.16|079.2|085.77|090.922|101.972|110.74|12130|132.96|14326|15493|160|170|180
850	U18070	1 פרוסה=22g|1 פרוסה בלי קרום=11g|1 גביע (פירורים)=45g|1 כוס (קוביות)=42g|1 פרוסה גדולה (קוביות)=27g|1 פרוסה דק=17g|1 פרוסה דק ללא קרום (קוביות)=8g|1 פרוסה דק מאוד (קוביות)=13g	03293|049|054|0654.4|072.5|084.74|090.578|100.796|112.09|12119|133.33|14131|15592|161|170|180
851	U16123	1 כפית=5.3g|1 חבילה בודדת=8.9g|1 גביע=255g|1 כף=16g	0353|048.14|050.57|064.93|070.8|080.4|090.073|100.088|110.263|1233|131.45|14435|155493|160|170|180
852	U16139	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0343|042.6|051.47|064.92|070.2|083.65|090.205|100.382|110.858|12123|130.42|14122|1547|160|170|181.1
853	U14605	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0322|040|050|065.49|070|085.49|090|100|110|1217|130|140|150|160|1712.7|180
854	U14627	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0342|040|050|0611.25|070|0811.25|090|100|110|123|130.01|143|1575|160|170|180
855	U14629	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	0358|040.34|050.22|0612.7|070|0812.26|090|100|110|121|130.05|146|1516|160|170|180
856	U18274	1 בינוני=113g|1 עוז=28.35g|1 מיני (3 ס"מ)=17g|1 גדול מאוד=168g|1 מאפין=31g	03377|044.54|0515.85|0653.98|071|0832.77|092.692|105.501|117.183|1246|131.26|14115|15339|1630|170.9|180.1
857	U18364	1 טורטיות=47g|1 אנצ'ילדה=19g|1 בינוני (15 ס מ)=30g|1 10 "טורטילה (15 ס מ)=72g|1 12 "טורטילה (15 ס מ)=117g|1 7-8 "טורטילה (15 ס מ)=49g|1 חבילה (נמס)=407g|1 עוז=28.35g	03301|048|056.7|0651.21|072.3|084.39|091.63|103.53|111.43|12106|133.32|14153|15686|160|170|180
858	U18356	1 גליל (9 ס מ)=57g|1 גליל (כיכר 7 ס מ)=60g|1 גדול לגלגל (כיכר 7 ס מ)=83g	03372|046.2|0516.4|0650.9|072.4|0831.73|093.079|104.797|117.473|1272|131.6|14111|15304|1666|172|180
